0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Pseudomonas,Sporobacter,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Pseudomonas,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Prevotella,Pseudomonas,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Blautia,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Odoribacter,Prevotella,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Bacillus,Desulfovibrio,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Pseudomonas,Sporobacter,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Epilepsy, Schizophrenia",Alistipes,Bacteroides,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Pseudomonas,Sporobacter,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Prevotella,Pseudomonas,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Prevotella,Pseudomonas,Sporobacter,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Prevotella,Pseudomonas,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Coprococcus,Streptococcus,Akkermansia,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Odoribacter,Prevotella,Sporobacter,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Prevotella,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Ruminococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Desulfovibrio,Dialister,Intestinibacter,Lachnoclostridium,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Desulfovibrio,Dialister,Erysipelatoclostridium,Holdemania,Intestinibacter,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Pseudomonas,Sporobacter,,,,
