0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Sporobacter,Ruminiclostridium,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Prevotella,Ruminiclostridium,,,,,,,,,,,
"Bipolar Disorder, Depression, Epilepsy, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Erysipelatoclostridium,Lachnoclostridium,Prevotella,Ruminiclostridium,,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Coprococcus,Streptococcus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Ruminiclostridium,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Bacillus,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,,
"Bipolar Disorder, Depression, Epilepsy, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Bacteroides,Bifidobacterium,Clostridium,Dorea,Eubacterium,Streptococcus,Bacillus,Lachnoclostridium,Lactobacillus,Prevotella,,,,,,,,,,,,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Bacillus,Erysipelatoclostridium,Lachnoclostridium,Lactobacillus,Prevotella,Ruminiclostridium,,,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Bacillus,Barnesiella,Lachnoclostridium,Lactobacillus,Prevotella,Ruminiclostridium,,,,,,,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
"Bipolar Disorder, Depression, Schizophrenia",Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Akkermansia,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Lactobacillus,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,
Bipolar Disorder,Alistipes,Bacteroides,Bifidobacterium,Blautia,Clostridium,Dorea,Eubacterium,Faecalibacterium,Oscillibacter,Parabacteroides,Roseburia,Ruminococcus,Coprococcus,Streptococcus,Anaerotruncus,Bacillus,Barnesiella,Erysipelatoclostridium,Holdemania,Lachnoclostridium,Odoribacter,Prevotella,Sporobacter,Ruminiclostridium,,,,,,,,,
